,Customer Facing Flag,DCV Ind,DTV Ind,Drive Time Points,Dwelling Type,Employee Type Code,HC Equipment Passed,HC Equipment,Job Type,Labor Type,Points,Q Code,Region,Service Call Ind,Site,Survey Response Value,Truck Roll Ind,Verified Vendor,Work Order Class,Work Order Type,New Time
306144,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Central Region,1,Tulsa,,1,N,H,Trouble Call,336.0
306152,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Central Region,0,Tulsa,,1,N,H,Sro,85.0
306184,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Central Region,0,Tulsa,,1,N,H,Sro,123.00000000000001
306207,N,0,0,3,Non-Residential,5I,1,1,Install,In House,44,I,Central Region,0,Tulsa,,1,N,*,Restart,146.0
306311,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Central Region,1,Tulsa,,1,N,H,Trouble Call,357.0
306427,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Central Region,0,Tulsa,,1,N,H,Sro,68.00000000000001
306518,N,0,0,3,Non-Residential,5I,3,3,Install,In House,54,I,Central Region,0,Tulsa,,1,N,*,Install,195.0
306526,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Central Region,1,Tulsa,,1,N,H,Trouble Call,395.0
306562,Y,0,0,3,Non-Residential,5I,2,2,Install,In House,57,I,Central Region,0,Tulsa,,1,N,*,Install,251.00000000000003
306605,N,0,0,3,Non-Residential,5I,3,3,Install,In House,60,I,Central Region,0,Tulsa,,1,N,*,Install,227.0
306607,N,0,0,3,Non-Residential,5I,1,1,Install,In House,50,I,Central Region,0,Tulsa,,1,N,H,Install,205.0
306608,N,0,0,3,Non-Residential,5I,0,0,Install,In House,72,I,Central Region,0,Tulsa,,1,N,*,Install,349.0
306612,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,53,I,Central Region,0,Tulsa,,1,Y,H,Sro,1.0000000000000002
306787,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Central Region,0,Tulsa,,1,N,H,Sro,53.0
306882,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Central Region,1,Tulsa,,1,N,H,Trouble Call,388.0
307086,N,0,0,3,Non-Residential,5I,1,1,Install,In House,50,I,Central Region,0,Tulsa,,1,N,*,Install,135.00000000000003
307088,Y,0,0,3,Non-Residential,5I,1,1,Install,In House,70,I,Central Region,0,Tulsa,,1,N,*,Install,334.0
307090,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,23,I,Central Region,0,Tulsa,,1,Y,H,Sro,138.0
307097,Y,0,0,3,Non-Residential,5I,2,2,Install,In House,51,I,Central Region,0,Tulsa,,1,N,*,Install,261.00000000000006
307102,N,0,0,3,Non-Residential,5I,0,0,Install,In House,78,I,Central Region,0,Tulsa,,1,N,*,Install,367.0
307176,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,31,I,Central Region,0,Tulsa,,1,N,H,Sro,142.0
307177,N,0,0,3,Non-Residential,5I,0,0,Install,In House,29,I,Central Region,0,Tulsa,,1,N,H,Install,117.0
307179,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Central Region,0,Tulsa,,1,Y,H,Sro,1.0000000000000002
307373,N,0,0,3,Non-Residential,5I,1,1,Install,In House,28,I,Central Region,0,Tulsa,,1,N,*,Restart,95.0
307422,N,0,0,3,Non-Residential,5I,4,4,Install,In House,54,I,Central Region,0,Tulsa,,1,N,H,Install,149.0
307423,N,0,0,3,Non-Residential,5I,4,4,Install,In House,54,I,Central Region,0,Tulsa,,1,N,*,Install,316.0
307490,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Central Region,1,Tulsa,,1,N,H,Trouble Call,367.0
307503,N,0,0,3,Non-Residential,5I,0,0,Install,In House,21,I,Southwest Region,0,Phoenix,,1,N,H,Upgrade,54.0
307582,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,348.0
307587,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,92.0
307588,N,0,0,3,Non-Residential,5I,1,1,Install,In House,68,I,Southwest Region,0,Phoenix,,1,N,H,Install,239.0
307605,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,133.00000000000003
307692,N,0,0,3,Non-Residential,5I,1,1,Install,In House,52,I,Southwest Region,0,Phoenix,,1,N,H,Install,274.0
307743,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,31,I,Southwest Region,0,Phoenix,,1,N,H,Sro,4.000000000000001
307809,N,0,0,3,Non-Residential,5I,3,3,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,138.0
307810,N,0,0,3,Non-Residential,5I,3,3,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,131.00000000000003
307811,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,2.0000000000000004
307812,N,0,0,3,Non-Residential,5I,0,0,Install,In House,11,I,Southwest Region,0,Phoenix,,1,N,H,Install,47.0
307813,N,0,0,3,Non-Residential,5I,3,3,Install,In House,53,I,Southwest Region,0,Phoenix,,1,N,*,Install,185.0
307857,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,248.00000000000003
307860,N,0,0,3,Non-Residential,5I,2,2,Install,In House,56,I,Southwest Region,0,Phoenix,,1,N,H,Install,226.0
307864,N,0,0,3,Non-Residential,5I,0,0,Install,In House,48,I,Southwest Region,0,Phoenix,,1,N,*,Install,165.0
307916,N,0,0,3,Non-Residential,H5,2,2,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,148.0
307968,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,218.0
308002,N,0,0,3,Non-Residential,5I,3,3,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,232.0
308005,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,1.0000000000000002
308006,N,0,0,3,Non-Residential,5I,3,3,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,69.0
308007,N,0,0,3,Non-Residential,5I,3,3,Install,In House,45,I,Southwest Region,0,Phoenix,,1,N,H,Install,219.0
308027,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,129.00000000000003
308043,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,350.0
308123,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,188.0
308153,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,168.0
308212,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,299.0
308214,N,0,0,3,Non-Residential,5I,0,0,Install,In House,85,I,Southwest Region,0,Phoenix,,1,N,H,Install,386.0
308216,N,0,0,3,Non-Residential,5I,0,0,Install,In House,13,I,Southwest Region,0,Phoenix,,1,N,H,Upgrade,19.0
308217,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,13,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,10.0
308219,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,113,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,308.0
308224,N,0,0,3,Non-Residential,5I,1,1,Install,In House,55,I,Southwest Region,0,Phoenix,,1,N,H,Install,180.0
308238,N,0,0,3,Non-Residential,5I,1,1,Install,In House,54,I,Southwest Region,0,Phoenix,,1,N,H,Install,213.0
308241,Y,0,0,3,Non-Residential,5I,0,0,Install,In House,72,I,Southwest Region,0,Phoenix,,1,N,*,Install,219.0
308243,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,53.0
308261,Y,0,0,3,Non-Residential,H5,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,209.0
308270,Y,0,0,3,Non-Residential,H5,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,112.0
308301,N,0,0,3,Non-Residential,5I,2,2,Install,In House,20,I,Southwest Region,0,Phoenix,,1,N,*,Install,106.0
308378,N,0,0,3,Non-Residential,5I,0,0,Disconnect,In House,5,I,Southwest Region,0,Phoenix,,1,N,*,Disconnect,16.000000000000004
308380,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,235.0
308431,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,43,I,Southwest Region,0,Phoenix,,1,N,H,Sro,40.0
308490,Y,0,0,3,Non-Residential,5I,0,0,Install,In House,23,I,Southwest Region,0,Phoenix,,1,N,*,Install,99.0
308501,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,23,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,123.00000000000001
308507,N,0,0,3,MDU,5I,0,0,Install,In House,35,I,Southwest Region,0,Phoenix,,1,N,H,Install,45.0
308511,N,0,0,3,MDU,H3,0,0,SRO,Contractor,23,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,7.0
308519,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,63,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,172.0
308547,N,0,0,3,Non-Residential,5I,1,1,Install,In House,52,I,Southwest Region,0,Phoenix,,1,N,H,Install,121.0
308553,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,23,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,252.00000000000003
308624,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,87.0
308634,N,0,0,3,Non-Residential,5I,3,3,Install,In House,55,I,Southwest Region,0,Phoenix,,1,N,H,Install,233.0
308646,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,268.00000000000006
308652,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,11,I,Southwest Region,0,Phoenix,,1,N,H,Sro,2.0000000000000004
308692,Y,0,0,3,Non-Residential,H5,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,245.00000000000003
308713,N,0,0,3,Non-Residential,5I,3,3,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,357.0
308792,N,0,0,3,Non-Residential,5I,0,0,Install,In House,35,I,Southwest Region,0,Phoenix,,1,N,H,Upgrade,202.0
308821,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,193,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,399.0
308906,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,205.0
308907,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,271.00000000000006
308908,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,43,I,Southwest Region,0,Phoenix,,1,N,H,Sro,135.00000000000003
308910,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,92.0
308939,N,0,0,3,Non-Residential,5I,1,1,Install,In House,39,I,Southwest Region,0,Phoenix,,1,N,H,Install,220.0
309042,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,188.0
309063,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,259.00000000000006
309065,N,0,0,3,Non-Residential,5I,1,1,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,226.0
309127,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,252.00000000000003
309159,Y,0,0,3,Non-Residential,H5,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,214.0
309211,N,0,0,3,Non-Residential,5I,0,0,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,67.00000000000001
309275,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,198.0
309279,N,0,0,3,Non-Residential,5I,0,0,Install,In House,90,I,Southwest Region,0,Phoenix,,1,N,*,Install,384.0
309282,N,0,0,3,Non-Residential,5I,1,1,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,H,Install,100.0
309285,N,0,0,3,Non-Residential,5I,8,8,Install,In House,94,I,Southwest Region,0,Phoenix,,1,N,*,Install,261.00000000000006
309290,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,143,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,232.0
309383,N,0,0,3,Non-Residential,H5,0,0,SRO,In House,11,I,Southwest Region,0,Phoenix,,0,N,H,Sro,1.0000000000000002
309431,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,136.00000000000003
309435,N,0,0,3,Non-Residential,5I,5,5,Install,In House,46,I,Southwest Region,0,Phoenix,,1,N,*,Install,80.0
309438,N,0,0,3,Non-Residential,5I,2,2,Install,In House,83,I,Southwest Region,0,Phoenix,,1,N,*,Install,244.00000000000003
309459,N,0,0,3,Non-Residential,5I,1,1,Install,In House,96,I,Southwest Region,0,Phoenix,,1,N,H,Install,234.0
309483,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,7,I,Southwest Region,0,Phoenix,,1,N,H,Sro,86.0
309581,N,0,0,3,Non-Residential,5I,0,0,Install,In House,64,I,Southwest Region,0,Phoenix,,1,N,H,Install,250.00000000000003
309604,N,0,0,3,Non-Residential,5I,2,2,Install,In House,48,I,Southwest Region,0,Phoenix,,1,N,*,Install,125.00000000000001
309606,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,131.00000000000003
309608,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,13,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,151.0
309630,N,0,0,3,Non-Residential,5I,1,1,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,213.0
309632,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,282.0
309668,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Phoenix,,1,N,H,Sro,62.00000000000001
309671,Y,0,0,3,Non-Residential,5I,4,4,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,144.0
309689,N,0,0,3,Non-Residential,5I,0,0,Install,In House,60,I,Southwest Region,0,Phoenix,,1,N,*,Install,292.0
309694,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,87.0
309705,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,11,I,Southwest Region,0,Phoenix,,1,N,H,Sro,17.000000000000004
309712,N,0,0,3,Non-Residential,5I,0,0,Install,In House,85,I,Southwest Region,0,Phoenix,,1,N,H,Install,239.0
309730,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Southwest Region,0,Phoenix,,1,N,H,Sro,32.00000000000001
309734,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Phoenix,,1,N,H,Sro,8.000000000000002
309801,N,0,0,3,Non-Residential,5I,4,4,Install,In House,84,I,Southwest Region,0,Phoenix,,1,N,*,Install,95.0
309802,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,73,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,307.0
309981,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Southwest Region,0,Phoenix,,1,N,H,Sro,26.0
309990,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,122.00000000000001
310000,N,0,0,3,Non-Residential,H5,0,0,Install,In House,21,I,Southwest Region,0,Phoenix,,1,N,H,Upgrade,30.0
310022,N,0,0,3,Non-Residential,5I,4,4,Install,In House,94,I,Southwest Region,0,Phoenix,,1,N,H,Install,381.0
310063,N,0,0,3,Non-Residential,5I,0,0,Install,In House,38,I,Southeast Region,0,New Orleans,,1,N,H,Install,172.0
310064,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,Southeast Region,0,New Orleans,,1,N,H,Install,223.0
310247,N,0,0,3,Non-Residential,5I,2,2,Install,In House,66,I,Southeast Region,0,New Orleans,,1,N,*,Install,394.0
310285,N,0,0,3,Non-Residential,5I,3,3,Install,In House,48,I,Southeast Region,0,New Orleans,,1,N,*,Install,138.0
310336,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,359.0
310357,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southeast Region,0,New Orleans,,1,N,H,Install,157.0
310500,N,0,0,3,Non-Residential,5I,2,2,Install,In House,58,I,Southeast Region,0,New Orleans,,1,N,H,Install,255.00000000000003
310588,Y,0,0,3,Non-Residential,5I,0,0,Install,In House,49,I,Southeast Region,0,New Orleans,,1,N,*,Install,127.00000000000001
310818,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,354.0
311045,N,0,0,3,Non-Residential,5I,0,0,Install,In House,33,I,Southeast Region,0,New Orleans,,1,N,H,Upgrade,275.0
311185,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,377.0
311273,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,392.0
311382,N,0,0,3,Non-Residential,5I,0,0,Install,In House,65,I,Southeast Region,0,New Orleans,,1,N,*,Install,166.0
311496,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,331.0
311566,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,381.0
311684,N,0,0,3,Non-Residential,5I,2,2,Install,In House,48,I,Southeast Region,0,New Orleans,,1,N,*,Install,383.0
311740,Y,0,0,3,Non-Residential,5I,2,2,Install,In House,63,I,Southeast Region,0,New Orleans,,1,N,*,Install,239.0
311794,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,13,I,Southeast Region,0,New Orleans,,1,N,H,Sro,20.0
311863,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,377.0
311976,N,0,0,3,Non-Residential,5I,0,0,Install,In House,19,I,Southeast Region,0,New Orleans,,1,N,H,Downgrade,101.0
312033,Y,0,0,3,Non-Residential,5I,2,2,Install,In House,115,I,Southeast Region,0,New Orleans,,1,N,*,Install,1.0000000000000002
312051,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,377.0
312149,N,0,0,3,Non-Residential,5I,0,0,Install,In House,32,I,Southeast Region,0,New Orleans,,1,N,*,Install,208.0
312156,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southeast Region,0,New Orleans,,1,N,H,Sro,88.0
312160,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Southeast Region,0,New Orleans,,1,N,H,Sro,56.0
312161,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Southeast Region,0,New Orleans,,1,N,H,Sro,120.0
312213,N,0,0,3,Non-Residential,5I,1,1,Install,In House,66,I,Southeast Region,0,New Orleans,,1,N,*,Install,299.0
312239,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,347.0
312251,N,0,0,3,Non-Residential,5I,2,2,Install,In House,42,I,Southeast Region,0,New Orleans,,1,N,H,Install,234.0
312270,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,358.0
312282,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southeast Region,1,New Orleans,,1,N,H,Trouble Call,317.0
312339,N,0,0,3,Non-Residential,5I,2,2,Install,In House,42,I,Southeast Region,0,New Orleans,,1,N,H,Install,214.0
312351,N,0,0,3,Non-Residential,5I,0,0,Install,In House,16,I,Southeast Region,0,New Orleans,,1,N,H,Install,43.0
312365,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,25,I,Southeast Region,0,New Orleans,,1,N,H,Sro,83.0
312427,N,0,0,3,Non-Residential,5I,5,5,Install,In House,38,I,Southeast Region,0,New Orleans,,1,N,H,Install,144.0
312445,N,0,0,3,MDU,5I,1,2,Install,In House,82,I,Southeast Region,0,New Orleans,,1,N,*,Install,333.0
312461,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,29,I,Southeast Region,0,New Orleans,,1,N,H,Sro,100.0
312546,Y,0,0,3,Non-Residential,H5,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,272.00000000000006
312617,N,0,0,3,Non-Residential,5I,2,2,Install,In House,56,I,Southwest Region,0,Phoenix,,1,N,H,Install,201.0
312669,N,0,0,3,Non-Residential,5I,2,2,Install,In House,46,I,Southwest Region,0,Phoenix,,1,N,H,Install,235.0
312751,N,0,0,3,Non-Residential,5I,2,2,Install,In House,66,I,Southwest Region,0,Phoenix,,1,N,*,Install,259.00000000000006
312761,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,185.0
312766,Y,0,0,3,Non-Residential,5I,0,0,Install,In House,41,I,Southwest Region,0,Phoenix,,1,N,*,Upgrade,132.00000000000003
312770,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Southwest Region,0,Phoenix,,1,N,H,Sro,96.0
312775,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,7,I,Southwest Region,0,Phoenix,,1,N,H,Sro,16.000000000000004
312808,Y,0,0,3,Non-Residential,H5,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,174.0
312851,N,0,0,3,Non-Residential,5I,2,2,Install,In House,70,I,Southwest Region,0,Phoenix,,1,N,H,Install,199.0
312855,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,127.00000000000001
312953,N,0,0,3,Non-Residential,5I,4,4,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,107.0
312958,N,0,0,3,Non-Residential,5I,0,0,Install,In House,54,I,Southwest Region,0,Phoenix,,1,N,*,Install,203.0
312969,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,291.0
313027,N,0,0,3,Non-Residential,5I,3,3,Install,In House,54,I,Southwest Region,0,Phoenix,,1,N,*,Install,315.0
313048,N,0,0,3,Non-Residential,5I,3,3,Install,In House,54,I,Southwest Region,0,Phoenix,,1,N,*,Install,255.00000000000003
313056,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,23,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,156.0
313069,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,220.0
313132,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,293.0
313217,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,264.00000000000006
313262,N,0,0,3,Non-Residential,5I,2,2,Install,In House,46,I,Southwest Region,0,Phoenix,,1,N,H,Install,99.0
313268,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,31,I,Southwest Region,0,Phoenix,,1,N,H,Sro,47.0
313275,N,0,0,3,Non-Residential,H5,2,2,Install,In House,56,I,Southwest Region,0,Phoenix,,1,N,H,Install,119.0
313396,N,0,0,3,Non-Residential,5I,1,1,Install,In House,84,I,Southwest Region,0,Phoenix,,1,N,H,Install,210.0
313401,N,0,0,3,Non-Residential,5I,0,0,Install,In House,78,I,Southwest Region,0,Phoenix,,1,N,*,Install,174.0
313574,N,0,0,3,Non-Residential,5I,2,2,Install,In House,53,I,Southwest Region,0,Phoenix,,1,N,H,Install,90.0
313603,N,0,0,3,Non-Residential,5I,1,1,Install,In House,54,I,Southwest Region,0,Phoenix,,1,N,*,Install,37.0
313606,N,0,0,3,Non-Residential,5I,0,0,Install,In House,61,I,Southwest Region,0,Phoenix,,1,N,H,Install,223.0
313608,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,83,I,Southwest Region,0,Phoenix,,1,Y,H,Sro,248.00000000000003
313610,N,0,0,3,Non-Residential,5I,0,0,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,129.00000000000003
313639,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,217.0
313673,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,39,I,Southwest Region,0,Phoenix,,1,N,H,Sro,136.00000000000003
313685,N,0,0,3,Non-Residential,H5,3,3,Install,In House,71,I,Southwest Region,0,Phoenix,,1,N,*,Install,148.0
313690,N,0,0,3,Non-Residential,5I,0,0,Install,In House,51,I,Southwest Region,0,Phoenix,,1,N,H,Install,69.0
313772,N,0,0,3,Non-Residential,5I,3,3,Install,In House,90,I,Southwest Region,0,Phoenix,,1,N,*,Install,358.0
313801,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Phoenix,,1,N,H,Sro,30.0
313858,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Southwest Region,1,Phoenix,,1,N,H,Trouble Call,264.00000000000006
313862,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,31,I,Southwest Region,0,Phoenix,,1,N,H,Sro,18.0
313887,N,0,0,3,Non-Residential,5I,0,0,Install,In House,59,I,Southwest Region,0,Phoenix,,1,N,*,Install,259.00000000000006
313909,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,67,I,Southwest Region,0,Phoenix,,1,N,H,Sro,112.0
313936,N,0,0,3,Non-Residential,5I,3,3,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,59.0
313971,N,0,0,3,Non-Residential,5I,3,3,Install,In House,38,I,Southwest Region,0,Phoenix,,1,N,H,Install,141.0
313978,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,39,I,Southwest Region,0,Phoenix,,1,N,H,Sro,13.0
